_measurement,context_id,_metric_report,_time,_value
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:00:02Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:00:06Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:00:11Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:00:16Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:00:21Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:00:25Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:00:30Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:00:35Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:00:40Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:00:44Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:00:49Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:00:54Z,14
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:00:59Z,14
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:01:03Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:01:08Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:01:13Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:01:18Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:01:22Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:01:27Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:01:32Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:01:37Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:01:41Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:01:46Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:01:51Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:01:56Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:02:00Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:02:05Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:02:10Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:02:15Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:02:19Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:02:24Z,6
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:02:29Z,6
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:02:34Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:02:38Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:02:43Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:02:48Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:02:53Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:02:57Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:03:02Z,2
dell_poweredge_AggregateUsage,SystemUsage,SystemUsage,2022-02-07T08:03:07Z,2
